Date,Anomaly
1989-03-01,0.26333333333333336
1989-04-01,0.2665
1989-05-01,0.2638333333333333
1989-06-01,0.26566666666666666
1989-07-01,0.2676666666666667
1989-08-01,0.26966666666666667
1989-09-01,0.2721666666666666
1989-10-01,0.27466666666666667
1989-11-01,0.27616666666666667
1989-12-01,0.2826666666666667
1990-01-01,0.2846666666666667
1990-02-01,0.2906666666666667
1990-03-01,0.2995
1990-04-01,0.30716666666666664
1990-05-01,0.3125
1990-06-01,0.31566666666666665
1990-07-01,0.322
1990-08-01,0.3251666666666667
1990-09-01,0.32766666666666666
1990-10-01,0.33249999999999996
1990-11-01,0.3375
1990-12-01,0.34149999999999997
1991-01-01,0.3436666666666666
1991-02-01,0.34550000000000003
1991-03-01,0.3465
1991-04-01,0.35083333333333333
1991-05-01,0.3533333333333334
1991-06-01,0.35933333333333334
1991-07-01,0.3645
1991-08-01,0.36816666666666664
1991-09-01,0.373
1991-10-01,0.37566666666666665
1991-11-01,0.3783333333333333
1991-12-01,0.3796666666666667
1992-01-01,0.381
1992-02-01,0.38166666666666665
1992-03-01,0.3863333333333333
1992-04-01,0.38683333333333336
1992-05-01,0.38716666666666666
1992-06-01,0.3861666666666667
1992-07-01,0.38049999999999995
1992-08-01,0.3771666666666667
1992-09-01,0.37116666666666664
1992-10-01,0.36666666666666664
1992-11-01,0.36316666666666664
1992-12-01,0.359
1993-01-01,0.3555
1993-02-01,0.3545
1993-03-01,0.352
1993-04-01,0.34983333333333333
1993-05-01,0.3471666666666666
1993-06-01,0.3451666666666666
1993-07-01,0.3436666666666667
1993-08-01,0.3398333333333333
1993-09-01,0.33649999999999997
1993-10-01,0.3348333333333333
1993-11-01,0.33366666666666667
1993-12-01,0.33233333333333337
1994-01-01,0.3343333333333333
1994-02-01,0.32999999999999996
1994-03-01,0.32966666666666666
1994-04-01,0.33116666666666666
1994-05-01,0.3333333333333333
1994-06-01,0.3368333333333334
1994-07-01,0.33716666666666667
1994-08-01,0.3358333333333333
1994-09-01,0.3351666666666667
1994-10-01,0.33716666666666667
1994-11-01,0.34149999999999997
1994-12-01,0.3411666666666667
1995-01-01,0.3436666666666666
1995-02-01,0.3496666666666667
1995-03-01,0.3456666666666667
1995-04-01,0.3438333333333334
1995-05-01,0.3406666666666667
1995-06-01,0.34199999999999997
1995-07-01,0.3433333333333333
1995-08-01,0.3461666666666667
1995-09-01,0.3478333333333333
1995-10-01,0.3481666666666667
1995-11-01,0.34900000000000003
1995-12-01,0.34700000000000003
1996-01-01,0.3448333333333334
1996-02-01,0.3446666666666667
1996-03-01,0.3448333333333334
1996-04-01,0.3418333333333334
1996-05-01,0.3403333333333333
1996-06-01,0.3363333333333333
1996-07-01,0.3345
1996-08-01,0.335
1996-09-01,0.3328333333333333
1996-10-01,0.33083333333333337
1996-11-01,0.33249999999999996
1996-12-01,0.3335
1997-01-01,0.33066666666666666
1997-02-01,0.32966666666666666
1997-03-01,0.3303333333333333
1997-04-01,0.3318333333333333
1997-05-01,0.33266666666666667
1997-06-01,0.33699999999999997
1997-07-01,0.3418333333333334
1997-08-01,0.34783333333333327
1997-09-01,0.35733333333333334
1997-10-01,0.367
